Id,Text,Sentiment,% of sentiment,Senti_rate
30418,felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for,joy,0.48,3
10602,remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world...,anger,0.417,0
20362,"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like",fear,0.583,1
20352,@gowoonist i got that but you were,fear,0.583,1
40635,@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho,sadness,0.312,2
20212,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,",fear,0.685,1
30122,"Something about these cool, breezy fall days..",joy,0.729,3
10109,I swear if @devincameron23 blocks me I'm going to hit her,anger,0.708,0
20445,@GMModular @goldmedalindia horrible experience with a company like this #goldmedal #horrible sales person #wrong,fear,0.542,1
20291,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing,fear,0.625,1
40697,The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever,sadness,0.271,2
20450,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful,fear,0.542,1
20865,I have a job interview with @BarclaysUK in Loughborough next month,fear,0.354,1
10659,The best revenge is massive success. â€“Frank,anger,0.375,0
40170,@MHChat I think sadness is felt very strongly physically and mentally. It feels like it takes over and it's hard to focus at work,sadness,0.667,2
10695,Sometimes the best motivations come from 'proving them wrong' #energy #relentless,anger,0.354,0
40359,@pandaflo22 We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you.,sadness,0.521,2
20677,@leeuwlion 'The furries are restless,fear,0.438,1
40533,were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced,sadness,0.375,2
30349,"Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for",joy,0.521,3
20127,Put my passport in a safe back after getting back from Australia ðŸŒ. Only problem is now I can't remember where the safe is!! #panic,fear,0.75,1
30239,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and,joy,0.604,3
30742,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were,joy,0.22,3
10177,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected",anger,0.69,0
20899,A shy failure is nobler than an immodest,fear,0.333,1
10216,I don't talk about politics because people nowadays get offended,anger,0.479,0
20332,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that,fear,0.604,1
20434,"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer",fear,0.56,1
20202,Watching It Follows. This is a super freaky movie. #horror,fear,0.688,1
10434,I screened my own snap what kind of narcissistic ass would,anger,0.479,0
20963,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF,fear,0.292,1
30775,I need a bit of #GBBO to cheer me up after a terrible,joy,0.167,3
10183,I can't even right now #bb18,anger,0.646,0
30106,Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service,joy,0.75,3
10400,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant,anger,0.5,0
40006,Extreme,sadness,0.917,2
40098,Tell me how I'm supposed to feel. #broken #hateful #guilty #love,sadness,0.729,2
30070,2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so,joy,0.792,3
10321,not to be That Personâ„¢ but i get bitter seeing some ravi,anger,0.542,0
30127,"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB !",joy,0.72,3
40091,im so gloomy,sadness,0.729,2
30366,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak,joy,0.52,3
40504,@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to,sadness,0.397,2
20426,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact,fear,0.562,1
10700,@The_Nasty_P now you gotta do that with fast n,anger,0.354,0
10048,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed,anger,0.771,0
40750,We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the,sadness,0.2,2
20061,Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun,fear,0.84,1
30227,"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks!",joy,0.62,3
40067,It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing,sadness,0.771,2
10506,@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause,anger,0.458,0
20325,"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his",fear,0.604,1
30326,Watch this amazing live.ly broadcast by @its.finfin #lively,joy,0.542,3
20317,mmmm i'm kinda sad i hope i can shake this before,fear,0.616,1
20244,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani,fear,0.66,1
30056,"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun",joy,0.82,3
10458,"significantly, with a #bitter smile, 'let",anger,0.479,0
30498,Evening all. Don't forget it's #RobinHoodHour TONIGHT ðŸ¹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour #sheffieldHour,joy,0.438,3
40544,Damn gud #premiere #LethalWeapon...#funny and,sadness,0.375,2
20987,@CSTrey4 thanks brotein shake,fear,0.271,1
20554,Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful,fear,0.5,1
30261,@safaridjh but it's so aesthetically pleasing,joy,0.583,3
20427,I Don't know what make #Pakistan fear more their #terrorist or their,fear,0.562,1
40168,I haven't watched my favorite youtubers in months and it's honestly made my depression so much,sadness,0.667,2
40269,Romero is fucking dreadful like seriously my 11 month old is better than,sadness,0.583,2
30757,noah fence but i want a harley quinn or blake lively,joy,0.207,3
30483,@OilersFanSean yup I feel dirty,joy,0.44,3
40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal,sadness,0.275,2
30092,@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be,joy,0.769,3
10444,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and",anger,0.479,0
10379,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta",anger,0.521,0
20538,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide",fear,0.5,1
10022,I got a NO RESPONSE again from an #irate customer of #amazon ðŸ˜žðŸ˜ž\nwhy can't they understand that it's not always amazon,anger,0.812,0
10322,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of",anger,0.542,0
10536,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend",anger,0.438,0
30451,@aradsliff don't know I'm from nj we are the worst on purpose.,joy,0.462,3
10069,I lost a couple niggas I want revenge so put me in,anger,0.875,0
40742,@Hails_Berry8 @sajedhariri23 varsity pine,sadness,0.208,2
10078,"@justyne_haley it does. if one person ruins season 13 for me, I will be so",anger,0.729,0
20831,@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day,fear,0.362,1
20333,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet.,fear,0.604,1
10647,The most important thing to #bestrong is to hold your #anger,anger,0.375,0
10104,@kingvee_ don't provoke me to,anger,0.708,0
10691,srry my feelings offend u,anger,0.354,0
30135,@LindseySanford @simplymeasured this makes me giggle with,joy,0.708,3
30777,I hate when I try to be playful and get shut down lol ...Why so,joy,0.167,3
10416,@ashleighjessica @zacflint1 I'd give that pout the firm,anger,0.5,0
40608,Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover,sadness,0.333,2
40182,I'd rather die alone then end up with somebody who can't be,sadness,0.66,2
40395,"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter",sadness,0.479,2
30660,Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more,joy,0.312,3
20613,@kevinrouth Now that's what I call a gameface! #gameface,fear,0.458,1
20859,Anyyyyone wanna go to fright fest with me on Friday night?,fear,0.354,1
40278,"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6ðŸ™„ðŸ™„ðŸ™„ðŸ™„",sadness,0.583,2
30243,felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me!,joy,0.604,3
20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen ðŸ˜‚ðŸ˜‚,fear,0.271,1
40718,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction",sadness,0.24,2
10704,"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die",anger,0.354,0
30104,Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ðŸ™ˆ soo cute,joy,0.75,3
20069,I feel horrible. I have accounting today but physically and mentally am not okay,fear,0.833,1
20761,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking",fear,0.396,1
30100,I found #marmite in Australia. `:),joy,0.76,3
30235,@saraandgreg @Airbnb Another happy customer.,joy,0.611,3
20983,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o,fear,0.271,1
40625,@superbatlane it's true also that he doesn't escape until almost all the car,sadness,0.312,2
30061,"By the way, I'm wearing the smile you gave me today. \n #you",joy,0.812,3
21010,"ok, ok.. I know.. my last tweet was",fear,0.271,1
10132,@soyoprincess they irritate me. Them and their inch thick made up,anger,0.667,0
21038,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression.",fear,0.229,1
21036,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires,fear,0.245,1
20458,Excited and nervous for,fear,0.542,1
20225,The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream,fear,0.667,1
40117,Literally being here makes me depress,sadness,0.708,2
30513,Decide to stop being afraid. To just stop. What are you now free to do?\n\n#brave #free #honest #healthy #happy #life #living #optimism,joy,0.417,3
10789,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday,anger,0.271,0
30064,Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl,joy,0.812,3
30659,A not very young man compiled info on a smiling baby then a mattress created new,joy,0.312,3
30460,Watch this amazing live.ly broadcast by @rosannahill,joy,0.459,3
40276,@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy,sadness,0.583,2
10614,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n,anger,0.396,0
20107,An @amityaffliction kind of drive home from work today #nightmare,fear,0.792,1
20929,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight.,fear,0.312,1
10237,"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like",anger,0.583,0
40380,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised,sadness,0.5,2
40703,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would",sadness,0.263,2
40262,whenever i pout i just want Adrian to appear and tell me to stop pouting or,sadness,0.583,2
40695,gloomy weather puts me in the best,sadness,0.271,2
30200,"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter.",joy,0.646,3
20230,@MrMalky @kwr66 How awful! Switched,fear,0.667,1
30141,@imDevinLopez happy bday bro!,joy,0.708,3
40040,After spending Â£450 @Debenhams I was offered a Â£5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only',sadness,0.814,2
30768,Shanghais chief distracting levity pampa - proper dingle carry away:,joy,0.18,3
20052,"bad news fam, life is still hard and awful #depression #anxiety",fear,0.854,1
10520,@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure.,anger,0.438,0
30668,"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock",joy,0.3,3
10123,@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage This is a joke.Let em destroy their,anger,0.688,0
20014,Job interview in the afternoon #nervous,fear,0.917,1
30123,Food that gets delivered,joy,0.729,3
10453,Get to work and there's a fire drill. #fire #outthere,anger,0.479,0
20593,And here we go again,fear,0.479,1
21074,".@REDBLACKSâ€™ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there.",fear,0.208,1
30121,Smile at people and see what happens. I think you'll be surprised #smile more #surprisepeople,joy,0.729,3
20978,induction day tomorrow for pizza,fear,0.275,1
10256,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout,anger,0.583,0
21033,@TheOnlySweeney their slogan should've been #start instead of,fear,0.25,1
20617,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream ðŸ˜‚,fear,0.458,1
30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight,joy,0.812,3
40211,@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you,sadness,0.625,2
10415,I think they may be,anger,0.5,0
20104,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous,fear,0.792,1
30813,But i'll be a pity.,joy,0.083,3
20287,Rojo is shocking.......absolutely shocking,fear,0.625,1
10356,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :),anger,0.521,0
10169,Does she really need to pout all the time - getting on my nerves,anger,0.646,0
20572,@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative,fear,0.479,1
20483,"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in? I guess it's ok if she",fear,0.521,1
10819,Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or,anger,0.208,0
10814,So Rangers v Celtic,anger,0.229,0
10660,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the",anger,0.375,0
20399,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest,fear,0.562,1
20000,I feel like I am drowning. #depression #anxiety #falure,fear,0.979,1
30284,Watch this amazing live.ly broadcast by @flydudern,joy,0.562,3
30479,"When we give cheerfully and accept gratefully, everyone is blessed.\nÂ»Maya Angelou\n\n@DrMayaAngelou #RIP",joy,0.44,3
10254,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society,anger,0.5,0
20264,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow,fear,0.646,1
10299,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my,anger,0.491,0
30017,2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited!,joy,0.88,3
20063,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel,fear,0.833,1
30117,My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing,joy,0.729,3
20172,"@BBCNews ðŸ˜ scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of",fear,0.708,1
10371,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/,anger,0.521,0
30144,Riggs dumb ass hell lolol #hilarious,joy,0.7,3
30802,Wanted to get him a cake with sparkling candles but he doesn't like cakeðŸ˜’ðŸ˜’. Ruins,joy,0.104,3
10077,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry",anger,0.729,0
20812,Rojo is a terrible,fear,0.375,1
40770,What do you get when you cross an #apple tree and a #pine tree? ðŸŽðŸŒ²\nNothing. You can't cross-pollinate #deciduous and #coniferous,sadness,0.146,2
21096,"@eclecticbrotha Thanks, big bro. It's shake and bake and you",fear,0.184,1
40529,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail,sadness,0.396,2
21041,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all,fear,0.229,1
10332,@swagalini ive been through the denial and anger i am in pure,anger,0.491,0
10817,i love the word fret so much and im in,anger,0.127,0
40042,depress,sadness,0.812,2
40086,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired,sadness,0.75,2
40277,@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!!,sadness,0.583,2
20231,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church,fear,0.667,1
40458,@talkRobyn oh dear I have to watch this the woman with the pout did,sadness,0.438,2
10320,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough",anger,0.542,0
40576,@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way,sadness,0.354,2
40709,Well i did hear once before that girls are attracted to men that look like their dad!,sadness,0.25,2
20383,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header",fear,0.583,1
10579,"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury",anger,0.468,0
20158,I have a job interview with @BarclaysUK in Loughborough next month,fear,0.72,1
20340,"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it",fear,0.604,1
30335,@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def,joy,0.54,3
30657,"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping",joy,0.312,3
30779,Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while,joy,0.16,3
20960,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring",fear,0.292,1
10511,"@LouisFil just curious as to what you mean. No rush, no animosity, no",anger,0.458,0
10358,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO,anger,0.517,0
20768,@ImJim_YoureNot cyber,fear,0.396,1
10600,@marthalyssa yep. LOL,anger,0.417,0
40005,So when I try I fail... and when I don't try... I still fail... #confused and,sadness,0.917,2
10174,@Disneyland #nothappy and still #charging the #fullprice ðŸ˜¡ðŸ˜¡ #fuming some your #bestrides,anger,0.646,0
40467,"It's my last week at CN! I'm gonna be sad to leave, but this will also be my first planned break since going into",sadness,0.438,2
10314,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the,anger,0.542,0
20080,@camilluddington the fact that YOURE nervous makes me want to crawl in a,fear,0.812,1
20481,"Peopleâ€™s deepest passions often scare them too much to admit, even to",fear,0.521,1
10548,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated,anger,0.438,0
10663,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti",anger,0.37,0
40249,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis",sadness,0.604,2
30695,A 'non-permissive environment' is also called a 'battleground' -,joy,0.271,3
10151,"I can definitely feel my irritation today, lord give me",anger,0.667,0
30428,i fix a clever ritual to make you feel,joy,0.48,3
40472,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame",sadness,0.426,2
20093,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to",fear,0.8,1
30029,It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone!,joy,0.86,3
10745,@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf,anger,0.312,0
10372,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over,anger,0.521,0
30564,"My two older boys were elated, my toddler was terrified. I have pics of his poor little face peeping through the hole in the",joy,0.38,3
10331,Need a new outlet for,anger,0.542,0
10099,@politico @realDonaldTrump another angry white,anger,0.708,0
40198,@RossKemp great programme tonight #sad #upsetting,sadness,0.646,2
10476,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another,anger,0.458,0
40138,I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues,sadness,0.688,2
20439,@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and,fear,0.553,1
40169,"@midnight #EndTrumpweek please, it's #depressing",sadness,0.667,2
30559,"Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' ðŸ™„. Then she goes to say the 49ers",joy,0.385,3
40650,@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... âš“ï¸,sadness,0.312,2
30499,A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty,joy,0.438,3
30758,I truly believe in my heart right now that Satan is rejoicing because we are all against one,joy,0.204,3
30097,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is ðŸ˜‚,joy,0.76,3
20666,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up Iâ€™d wanna punch in the face rather than shake their",fear,0.438,1
10640,@JustinRow10 dude the new madden 17?,anger,0.231,0
20973,I delete numbers so quick with no,fear,0.288,1
30102,"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy",joy,0.75,3
20809,@TJ_FASHO lmao clown my own hair I'm going to dread,fear,0.375,1
30193,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny,joy,0.646,3
20323,â€œThe #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.â€ \n â€•#Stanley,fear,0.604,1
20410,@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up,fear,0.562,1
30724,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald,joy,0.24,3
30558,Hey NASCAR fans. Are you going to the race in Loudon this weekend? Why not stop by New Day Diner for a great hearty breakfast before you,joy,0.385,3
20763,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg,fear,0.396,1
30018,@TheMandyMoore You are beyond wonderful. Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs,joy,0.879,3
20647,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to,fear,0.458,1
30491,"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of",joy,0.438,3
30561,the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but I also kinda just wanna watch the new AHS episode,joy,0.383,3
20596,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump!",fear,0.479,1
40224,"Way too cool to die young, way too young to die sober..",sadness,0.604,2
10086,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry @coopuk,anger,0.538,0
10135,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and,anger,0.667,0
10005,My blood is,anger,0.875,0
10572,the 1975 are playing antichrist why won't @sundarakarma play hustle it's an,anger,0.417,0
20213,Nawaz Sharif's UN should start #à¤¸à¤¤à¥à¤¯_à¤¬à¥‹à¤§_à¤¯à¤¾à¤¤à¥à¤°à¤¾ as after all his #UNGA speech has awaken the world about their role in sponsoring,fear,0.685,1
10738,@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about,anger,0.333,0
10436,@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to,anger,0.479,0
10042,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage",anger,0.771,0
10061,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone,anger,0.844,0
30625,Pre-prepare direction plays hale and hearty situation an in child's evolvement:,joy,0.34,3
30449,Watch this amazing live.ly broadcast by @arbitraryvlog,joy,0.462,3
30086,@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing,joy,0.771,3
20173,my husband lost Â£800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare,fear,0.708,1
30101,@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is,joy,0.75,3
30337,@globemartyk 'drunken patroons' make this whole situation much more jovial,joy,0.54,3
20347,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers.,fear,0.595,1
30672,@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's,joy,0.292,3
20751,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls",fear,0.396,1
20233,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning,fear,0.667,1
40212,i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are,sadness,0.625,2
20150,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that?",fear,0.729,1
20369,@NRA @HillaryClinton She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun,fear,0.583,1
20430,My study skills are terrible,fear,0.562,1
10800,,anger,0.25,0
21118,should I #start posting,fear,0.146,1
20776,Good start to the day I forgot to set my #alarm just as well it's #Friday,fear,0.396,1
10627,Congress acting indignant over the #EpiPen pricing is quite disingenuous since they craft the laws that allow such,anger,0.396,0
20334,How can America be so openly embracing racism.,fear,0.604,1
20184,Someone wake me when @Therealkiss make 2016 remix of 'Why'â—ï¸b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this,fear,0.688,1
10049,People irritate my MF,anger,0.771,0
40580,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and,sadness,0.354,2
20893,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the",fear,0.333,1
30661,@_Kdddd drop some off at 1133,joy,0.312,3
30065,"@MrHenvin Thank you, happy birthday to you as",joy,0.812,3
21085,It's not always how you #start it's how you,fear,0.188,1
20297,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist",fear,0.625,1
30434,My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #funny,joy,0.479,3
10027,Bloody parking ticket ðŸ˜’ðŸ’¸,anger,0.792,0
20467,@IPES_44 Mourinho is,fear,0.542,1
30311,Watch this amazing live.ly broadcast by @evanhufferd #lively,joy,0.56,3
20376,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies',fear,0.583,1
10278,i have so much hw tonight im,anger,0.519,0
30317,@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal!,joy,0.558,3
40376,Ffs dreadful,sadness,0.5,2
40587,@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the,sadness,0.354,2
20357,@jjskeffington @foodbelfast I dread to,fear,0.583,1
